[10.0 ns] clk=0 | rst=1 | inst_addr=0000000000 | inst_in=100110000000000000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=XXXXXXXXXXXXXXXX | done=0
[18190.0 ns] clk=0 | rst=0 | inst_addr=0000100101 | inst_in=010010000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[18210.0 ns] clk=0 | rst=0 | inst_addr=0000100101 | inst_in=010010000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[18230.0 ns] clk=0 | rst=0 | inst_addr=0000100101 | inst_in=010010000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[18250.0 ns] clk=0 | rst=0 | inst_addr=0000100101 | inst_in=010010000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[18270.0 ns] clk=0 | rst=0 | inst_addr=0000100110 | inst_in=001001000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[18290.0 ns] clk=0 | rst=0 | inst_addr=0000100110 | inst_in=001001000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[18310.0 ns] clk=0 | rst=0 | inst_addr=0000100110 | inst_in=001001000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[18330.0 ns] clk=0 | rst=0 | inst_addr=0000100110 | inst_in=001001000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[18350.0 ns] clk=0 | rst=0 | inst_addr=0000100110 | inst_in=001001000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[18370.0 ns] clk=0 | rst=0 | inst_addr=0000100111 | inst_in=001111010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[18390.0 ns] clk=0 | rst=0 | inst_addr=0000100111 | inst_in=001111010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[18410.0 ns] clk=0 | rst=0 | inst_addr=0000100111 | inst_in=001111010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[18430.0 ns] clk=0 | rst=0 | inst_addr=0000100111 | inst_in=001111010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[18450.0 ns] clk=0 | rst=0 | inst_addr=0000100111 | inst_in=001111010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[18470.0 ns] clk=0 | rst=0 | inst_addr=0000101000 | inst_in=101001010000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[18490.0 ns] clk=0 | rst=0 | inst_addr=0000101000 | inst_in=101001010000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[18510.0 ns] clk=0 | rst=0 | inst_addr=0000101000 | inst_in=101001010000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0100001101000011 | done=0
[18530.0 ns] clk=0 | rst=0 | inst_addr=0000101000 | inst_in=101001010000000111 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000110100 | done=0
[18550.0 ns] clk=0 | rst=0 | inst_addr=0000101000 | inst_in=101001010000000111 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000110100 | done=0
[18570.0 ns] clk=0 | rst=0 | inst_addr=0000101001 | inst_in=101001100000000100 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000110100 | done=0
[18590.0 ns] clk=0 | rst=0 | inst_addr=0000101001 | inst_in=101001100000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000110100 | done=0
[18610.0 ns] clk=0 | rst=0 | inst_addr=0000101001 | inst_in=101001100000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000110100 | done=0
[18630.0 ns] clk=0 | rst=0 | inst_addr=0000101001 | inst_in=101001100000000100 | data_addr=0000000100 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000000010 | done=0
[18650.0 ns] clk=0 | rst=0 | inst_addr=0000101001 | inst_in=101001100000000100 | data_addr=0000000100 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000000010 | done=0
[18670.0 ns] clk=0 | rst=0 | inst_addr=0000101010 | inst_in=101001000000001000 | data_addr=0000000100 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000000010 | done=0
[18690.0 ns] clk=0 | rst=0 | inst_addr=0000101010 | inst_in=101001000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000000010 | done=0
[18710.0 ns] clk=0 | rst=0 | inst_addr=0000101010 | inst_in=101001000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000000010 | done=0
[18730.0 ns] clk=0 | rst=0 | inst_addr=0000101010 | inst_in=101001000000001000 | data_addr=0000001000 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[18750.0 ns] clk=0 | rst=0 | inst_addr=0000101010 | inst_in=101001000000001000 | data_addr=0000001000 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[18770.0 ns] clk=0 | rst=0 | inst_addr=0000101011 | inst_in=100111010000000110 | data_addr=0000001000 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[18790.0 ns] clk=0 | rst=0 | inst_addr=0000101011 | inst_in=100111010000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[18810.0 ns] clk=0 | rst=0 | inst_addr=0000101011 | inst_in=100111010000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[18830.0 ns] clk=0 | rst=0 | inst_addr=0000101011 | inst_in=100111010000000110 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[18850.0 ns] clk=0 | rst=0 | inst_addr=0000101011 | inst_in=100111010000000110 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[18870.0 ns] clk=0 | rst=0 | inst_addr=0000101100 | inst_in=100111100000000111 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[18890.0 ns] clk=0 | rst=0 | inst_addr=0000101100 | inst_in=100111100000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[18910.0 ns] clk=0 | rst=0 | inst_addr=0000101100 | inst_in=100111100000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[18930.0 ns] clk=0 | rst=0 | inst_addr=0000101100 | inst_in=100111100000000111 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[18950.0 ns] clk=0 | rst=0 | inst_addr=0000101100 | inst_in=100111100000000111 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[18970.0 ns] clk=0 | rst=0 | inst_addr=0000101101 | inst_in=100111000000001000 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[18990.0 ns] clk=0 | rst=0 | inst_addr=0000101101 | inst_in=100111000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19010.0 ns] clk=0 | rst=0 | inst_addr=0000101101 | inst_in=100111000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19030.0 ns] clk=0 | rst=0 | inst_addr=0000101101 | inst_in=100111000000001000 | data_addr=0000001000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19050.0 ns] clk=0 | rst=0 | inst_addr=0000101101 | inst_in=100111000000001000 | data_addr=0000001000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19070.0 ns] clk=0 | rst=0 | inst_addr=0000101110 | inst_in=011001000000000001 | data_addr=0000001000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19090.0 ns] clk=0 | rst=0 | inst_addr=0000101110 | inst_in=011001000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19110.0 ns] clk=0 | rst=0 | inst_addr=0000101110 | inst_in=011001000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19130.0 ns] clk=0 | rst=0 | inst_addr=0000101110 | inst_in=011001000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19150.0 ns] clk=0 | rst=0 | inst_addr=0000101110 | inst_in=011001000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19170.0 ns] clk=0 | rst=0 | inst_addr=0000101111 | inst_in=010110000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19190.0 ns] clk=0 | rst=0 | inst_addr=0000101111 | inst_in=010110000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19210.0 ns] clk=0 | rst=0 | inst_addr=0000101111 | inst_in=010110000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19230.0 ns] clk=0 | rst=0 | inst_addr=0000101111 | inst_in=010110000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19250.0 ns] clk=0 | rst=0 | inst_addr=0000101111 | inst_in=010110000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19270.0 ns] clk=0 | rst=0 | inst_addr=0000110000 | inst_in=000100100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19290.0 ns] clk=0 | rst=0 | inst_addr=0000110000 | inst_in=000100100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19310.0 ns] clk=0 | rst=0 | inst_addr=0000110000 | inst_in=000100100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19330.0 ns] clk=0 | rst=0 | inst_addr=0000110000 | inst_in=000100100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19350.0 ns] clk=0 | rst=0 | inst_addr=0000110000 | inst_in=000100100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19370.0 ns] clk=0 | rst=0 | inst_addr=0000110001 | inst_in=001010100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19390.0 ns] clk=0 | rst=0 | inst_addr=0000110001 | inst_in=001010100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19410.0 ns] clk=0 | rst=0 | inst_addr=0000110001 | inst_in=001010100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19430.0 ns] clk=0 | rst=0 | inst_addr=0000110001 | inst_in=001010100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19450.0 ns] clk=0 | rst=0 | inst_addr=0000110001 | inst_in=001010100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19470.0 ns] clk=0 | rst=0 | inst_addr=0000110010 | inst_in=100010000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19490.0 ns] clk=0 | rst=0 | inst_addr=0000110010 | inst_in=100010000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19510.0 ns] clk=0 | rst=0 | inst_addr=0000110010 | inst_in=100010000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19530.0 ns] clk=0 | rst=0 | inst_addr=0000110010 | inst_in=100010000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19550.0 ns] clk=0 | rst=0 | inst_addr=0000110010 | inst_in=100010000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19570.0 ns] clk=0 | rst=0 | inst_addr=0000110011 | inst_in=011100000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19590.0 ns] clk=0 | rst=0 | inst_addr=0000110011 | inst_in=011100000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19610.0 ns] clk=0 | rst=0 | inst_addr=0000110011 | inst_in=011100000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19630.0 ns] clk=0 | rst=0 | inst_addr=0000110011 | inst_in=011100000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19650.0 ns] clk=0 | rst=0 | inst_addr=0000110011 | inst_in=011100000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19670.0 ns] clk=0 | rst=0 | inst_addr=0000110100 | inst_in=011111000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19690.0 ns] clk=0 | rst=0 | inst_addr=0000110100 | inst_in=011111000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19710.0 ns] clk=0 | rst=0 | inst_addr=0000110100 | inst_in=011111000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19730.0 ns] clk=0 | rst=0 | inst_addr=0000110100 | inst_in=011111000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19750.0 ns] clk=0 | rst=0 | inst_addr=0000110100 | inst_in=011111000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19770.0 ns] clk=0 | rst=0 | inst_addr=0000110101 | inst_in=101101000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19790.0 ns] clk=0 | rst=0 | inst_addr=0000110101 | inst_in=101101000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19810.0 ns] clk=0 | rst=0 | inst_addr=0000110101 | inst_in=101101000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19830.0 ns] clk=0 | rst=0 | inst_addr=0000110101 | inst_in=101101000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19850.0 ns] clk=0 | rst=0 | inst_addr=0000110101 | inst_in=101101000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19870.0 ns] clk=0 | rst=0 | inst_addr=0000110110 | inst_in=101101010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19890.0 ns] clk=0 | rst=0 | inst_addr=0000110110 | inst_in=101101010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19910.0 ns] clk=0 | rst=0 | inst_addr=0000110110 | inst_in=101101010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19930.0 ns] clk=0 | rst=0 | inst_addr=0000110110 | inst_in=101101010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19950.0 ns] clk=0 | rst=0 | inst_addr=0000110110 | inst_in=101101010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19970.0 ns] clk=0 | rst=0 | inst_addr=0000110111 | inst_in=101101100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[19990.0 ns] clk=0 | rst=0 | inst_addr=0000110111 | inst_in=101101100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20010.0 ns] clk=0 | rst=0 | inst_addr=0000110111 | inst_in=101101100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20030.0 ns] clk=0 | rst=0 | inst_addr=0000110111 | inst_in=101101100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20050.0 ns] clk=0 | rst=0 | inst_addr=0000110111 | inst_in=101101100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20070.0 ns] clk=0 | rst=0 | inst_addr=0000111000 | inst_in=010011000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20090.0 ns] clk=0 | rst=0 | inst_addr=0000111000 | inst_in=010011000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20110.0 ns] clk=0 | rst=0 | inst_addr=0000111000 | inst_in=010011000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20130.0 ns] clk=0 | rst=0 | inst_addr=0000111000 | inst_in=010011000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20150.0 ns] clk=0 | rst=0 | inst_addr=0000111000 | inst_in=010011000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20170.0 ns] clk=0 | rst=0 | inst_addr=0000111001 | inst_in=001010000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20190.0 ns] clk=0 | rst=0 | inst_addr=0000111001 | inst_in=001010000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20210.0 ns] clk=0 | rst=0 | inst_addr=0000111001 | inst_in=001010000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20230.0 ns] clk=0 | rst=0 | inst_addr=0000111001 | inst_in=001010000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20250.0 ns] clk=0 | rst=0 | inst_addr=0000111001 | inst_in=001010000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20270.0 ns] clk=0 | rst=0 | inst_addr=0000111010 | inst_in=010000010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20290.0 ns] clk=0 | rst=0 | inst_addr=0000111010 | inst_in=010000010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20310.0 ns] clk=0 | rst=0 | inst_addr=0000111010 | inst_in=010000010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20330.0 ns] clk=0 | rst=0 | inst_addr=0000111010 | inst_in=010000010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20350.0 ns] clk=0 | rst=0 | inst_addr=0000111010 | inst_in=010000010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20370.0 ns] clk=0 | rst=0 | inst_addr=0000111011 | inst_in=101010010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20390.0 ns] clk=0 | rst=0 | inst_addr=0000111011 | inst_in=101010010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20410.0 ns] clk=0 | rst=0 | inst_addr=0000111011 | inst_in=101010010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[20430.0 ns] clk=0 | rst=0 | inst_addr=0000111011 | inst_in=101010010000001001 | data_addr=0000001001 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0011010000110100 | done=0
[20450.0 ns] clk=0 | rst=0 | inst_addr=0000111011 | inst_in=101010010000001001 | data_addr=0000001001 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0011010000110100 | done=0
[20470.0 ns] clk=0 | rst=0 | inst_addr=0000111100 | inst_in=101010100000000110 | data_addr=0000001001 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0011010000110100 | done=0
[20490.0 ns] clk=0 | rst=0 | inst_addr=0000111100 | inst_in=101010100000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0011010000110100 | done=0
[20510.0 ns] clk=0 | rst=0 | inst_addr=0000111100 | inst_in=101010100000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0011010000110100 | done=0
[20530.0 ns] clk=0 | rst=0 | inst_addr=0000111100 | inst_in=101010100000000110 | data_addr=0000000110 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000001000000010 | done=0
[20550.0 ns] clk=0 | rst=0 | inst_addr=0000111100 | inst_in=101010100000000110 | data_addr=0000000110 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000001000000010 | done=0
[20570.0 ns] clk=0 | rst=0 | inst_addr=0000111101 | inst_in=101010000000000111 | data_addr=0000000110 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000001000000010 | done=0
[20590.0 ns] clk=0 | rst=0 | inst_addr=0000111101 | inst_in=101010000000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000001000000010 | done=0
[20610.0 ns] clk=0 | rst=0 | inst_addr=0000111101 | inst_in=101010000000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000001000000010 | done=0
[20630.0 ns] clk=0 | rst=0 | inst_addr=0000111101 | inst_in=101010000000000111 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[20650.0 ns] clk=0 | rst=0 | inst_addr=0000111101 | inst_in=101010000000000111 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[20670.0 ns] clk=0 | rst=0 | inst_addr=0000111110 | inst_in=101000010000001001 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[20690.0 ns] clk=0 | rst=0 | inst_addr=0000111110 | inst_in=101000010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[20710.0 ns] clk=0 | rst=0 | inst_addr=0000111110 | inst_in=101000010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[20730.0 ns] clk=0 | rst=0 | inst_addr=0000111110 | inst_in=101000010000001001 | data_addr=0000001001 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[20750.0 ns] clk=0 | rst=0 | inst_addr=0000111110 | inst_in=101000010000001001 | data_addr=0000001001 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[20770.0 ns] clk=0 | rst=0 | inst_addr=0000111111 | inst_in=101000100000000110 | data_addr=0000001001 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[20790.0 ns] clk=0 | rst=0 | inst_addr=0000111111 | inst_in=101000100000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[20810.0 ns] clk=0 | rst=0 | inst_addr=0000111111 | inst_in=101000100000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[20830.0 ns] clk=0 | rst=0 | inst_addr=0000111111 | inst_in=101000100000000110 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[20850.0 ns] clk=0 | rst=0 | inst_addr=0000111111 | inst_in=101000100000000110 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[20870.0 ns] clk=0 | rst=0 | inst_addr=0001000000 | inst_in=101000000000000111 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[20890.0 ns] clk=0 | rst=0 | inst_addr=0001000000 | inst_in=101000000000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[20910.0 ns] clk=0 | rst=0 | inst_addr=0001000000 | inst_in=101000000000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[20930.0 ns] clk=0 | rst=0 | inst_addr=0001000000 | inst_in=101000000000000111 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[20950.0 ns] clk=0 | rst=0 | inst_addr=0001000000 | inst_in=101000000000000111 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[20970.0 ns] clk=0 | rst=0 | inst_addr=0001000001 | inst_in=101110100001011010 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
